company,contact_name,contact_title,email,email_trust,round_type,round_date,amount_raised,categories,website,company_summary,linkedin,twitter,investors,segment,tier,priority_score,source,org_flag
Eleutheria,TBD,TBD,,none,,May 2026,$5.0M,Asset Management; DApp; DeFi,https://web.eleutheria.pro/,"Eleutheria is a decentralized asset management and liquidity protocol designed to optimize yield generation through automated smart contract strategies and intelligent liquidity pools. It aims to provide transparency, fairness, and decentralized participation, combining dual-pool risk models and on-chain governance.",,,,Trading & DeFi,Hold-NoEmail,8,round1,
PopDEX,,,,,Seed,May 2026,$30.0M,DEX; Derivatives; Trading,,"PopDEX is a trader-first decentralized perpetual exchange (DEX) focused on optimizing capital efficiency and enhancing the trading experience. They aim to return platform value to active contributors, solving the problem of misaligned incentives in traditional DEX models.",,,,Trading & DeFi,Hold-NoEmail,8,round1,
TownSquare,Long Yu W.,Co-Founder & CTO,,none,Series A,May 2026,$16.2M,Yield Aggregator; Interoperability; Real-World Assets; Stablecoin,https://app.townsq.xyz,"TownSquare is a cross-chain yield infrastructure that provides institutional curated yield and on-chain brokerage services. It enables overcollateralized borrowing and lending across various blockchain networks, maximizing capital efficiency for lenders and offering yield access for both retail and institutional clients.",http://www.linkedin.com/in/mikewangly,,,Trading & DeFi,Hold-NoEmail,8,round1,apollo_org=Howbe (howbetech.com)
Magma Finance,Bob the reBuilt,Founder - Chief Architect,,none,Strategic,Dec 2025,$6.0M,AMM; DeFi; DePIN; DEX; Sui Ecosystem,https://magmafinance.io/,"Magma Finance is a decentralized exchange and liquidity hub built for MOVE-based blockchains, starting with Sui. It aims to optimize capital efficiency and minimize slippage for users through concentrated-liquidity AMM (CLMM) and adaptive-liquidity market-making (ALMM).",,,HashKey Capital; SNZ Holding,Trading & DeFi,Hold-NoEmail,8,round1,
El Dorado,Dayanna Gonzalez,Founder and Director,,,Series A,Jun 2026,$9.00M,"Wallet, Payments, Stablecoin",eldorado.com.uy,"El Dorado is a peer-to-peer cryptocurrency wallet enabling cross-border payments and income generation through stablecoin exchanges. It operates in Colombia, Venezuela, Argentina, Peru, Brazil, and Panama, facilitating stablecoin transactions.",http://www.linkedin.com/in/dayanna-gonzalez-2197747a,,"Paradigm, Coinbase Ventures, Verda Ventures",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Catena Labs,,,,,Series A,May 2026,$30.00M,"AI/ML, Finance/Banking",,"Catena Labs is pioneering the development of the first AI-native financial institution, tailored to meet the unique needs of AI agents and their human collaborators. Recognizing the limitations of traditional financial systems in accommodating autonomous AI activities, Catena Labs is constructing a regulated infrastructure that enables AI agents to securely identify themselves and conduct financial transactions. Their offerings include the open-source Agent Commerce Kit (ACK), which provides ...",,,"Acrew Capital, Andreessen Horowitz (a16z crypto), Breyer Capital, General Catalyst, QED Investors, Oak HC/FT, IDG Capital, Coinbase Ventures",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Fun,,,,,Series A,May 2026,$72.00M,"Payments, Finance/Banking",fundacao.bradesco,"Global payments infrastructure connecting fiat and crypto rails for internet-native capital markets. White-label orchestration layer powering deposits, withdrawals, settlement for high-scale platforms. Processes $18B+ annual transaction volume; 99.999% success rate; millions of users across 100+ countries. Flagship clients: Polymarket (sole deposit provider), Aave, Lighter. Products: Deposit (fiat/crypto onramps), Withdraw (offramps), Orchestration (cross-system value movement), Checkout (dig...",,,"Multicoin Capital, SignalFire, Infinity Ventures Crypto (IVC), Pharsalus Capital, Justin Mateen",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
XFX,Michael Chiu,CEO,,,Series A,Mar 2026,$17.00M,"Payments, Bridge/Interoperability",xfxforce.com,"XFX is an institutional-grade cross‑border settlement platform that enables real-time, transparent movement of fiat and stablecoins. Designed for enterprises, it provides direct access to deep liquidity pools, instant settlement across global corridors, and enterprise-grade auditing and reporting tools. Built with SOC2 and ISO 27001 compliance, it supports web dashboards, APIs, and OTC services—eliminating hidden fees and trapped capital—while ensuring speed, security, and regulatory-grade tr...",http://www.linkedin.com/in/michael-chiu-b896b217,,"Castle Island Ventures, Coinbase Ventures, HAUN Ventures",Payments & Stablecoins,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'XFX') -> verify domain xfxforce.com
Mesh (ex Front Finance),,,,,Series C,Jan 2026,$75.00M,"Bridge/Interoperability, Payments",,"Global crypto payments network connecting hundreds of exchanges, wallets, and financial services platforms for seamless digital asset transactions. Founded in 2020, Mesh unifies fragmented crypto infrastructure through proprietary SmartFunding technology enabling ""any-to-any"" payments—consumers pay with any asset (Bitcoin, Solana, etc.) while merchants receive instant settlement in their preferred stablecoin or fiat currency. The platform provides interoperability across multiple blockchains ...",,,"Dragonfly Capital, Paradigm, Moderne Ventures, Coinbase Ventures, SBI Investment, Liberty City Ventures",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Babylon,Ali Ghassan,Chief Executive Officer,,,Unknown,Jan 2026,$15.00M,"Infrastructure, DeFi",babylonradio.com,"Babylon is a Bitcoin staking infrastructure project pioneering a Bitcoin staking protocol to enhance the security of Proof of Stake (PoS) networks and decentralized applications (DApps). This innovative protocol enables Bitcoin holders to stake their assets, earning rewards and reinforcing the security of PoS chains and DApps.",http://www.linkedin.com/in/ali-ghassan-3a0426152,,Andreessen Horowitz (a16z crypto),Trading & DeFi,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Babylon') -> verify domain babylonradio.com
Fuse (Project Zero),,,,,Series B,Dec 2025,$70.00M,"DePIN, RWA",,"Fuse is a decentralized renewable energy network offering distributed energy resource (DER) installation, power trading, and power retail services. Through its subsidiary, Fuse Energy, it operates as a vertically integrated electricity retailer. Fuse is also pioneering Project Zero, a decentralized physical infrastructure network focused on renewable energy. The goal is to empower communities and individuals to generate, trade, and manage energy in a sustainable and decentralized way, promoti...",,,"Lowercarbon Capital, Balderton Capital",RWA & Tokenization,Hold-NoEmail,8,round2_new,
Portal,,,,,Unknown,Dec 2025,$25.00M,"DEX, Bridge/Interoperability, Layer 2",portalvagas.com,"Portal is a Bitcoin-based decentralized exchange (DEX) and wallet, offering Layer 2 atomic swaps for cryptocurrencies across blockchains. With a focus on trust minimization and security, Portal eliminates the need for wrapped tokens or intermediaries for staking, providing users with a fully non-custodial experience for cross-chain transactions.",,,JTSA Global,Trading & DeFi,Hold-NoEmail,8,round2_new,
Ostium Labs,,,,,Series A,Dec 2025,$20.00M,"Derivatives, RWA, Trading",,"Ostium Labs is a company behind Ostium, a decentralized perpetuals exchange for real-world assets, such as commodities and forex, enabling transparent and efficient trading directly on the blockchain. It offers sub-second price feed updates and aims to make commodity and forex trading more accessible and transparent. Ostium, a decentralized exchange founded by two Harvard graduates. Ostium lets users bet on real-world assets like stocks, metals, oil, and some cryptocurrencies. Traders can tak...",,,"General Catalyst, Jump Trading, Coinbase Ventures, Wintermute Ventures, GSR Markets LTD",Trading & DeFi,Hold-NoEmail,8,round2_new,
Lighter,,,,,Unknown,Nov 2025,$68.00M,"Derivatives, Trading, DeFi",lighter.xyz,"Lighter is a zk-rollup perpetuals protocol delivering provable, non-custodial trading with cryptographic fairness guarantees. Built on Arbitrum, it combines the performance of centralized exchanges with the transparency of DeFi. Lighter features verifiable on-chain order matching, liquidation execution, and seamless integration with aggregators like 1inch, ensuring deep liquidity and reliable price discovery.",,,"Founders fund, Ribbit Capital, HAUN Ventures, Robinhood",Trading & DeFi,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Lighter') -> verify domain lighter.xyz
Ripple Labs (XRP),,,,,Strategic,Nov 2025,$500.00M,"Payments, Finance/Banking",,"Ripple is a blockchain-based payment network designed for fast, low-cost cross-border transactions. Its native cryptocurrency, XRP, facilitates liquidity and settlements on RippleNet, which is used by banks and financial institutions worldwide. Ripple also develops CBDC platforms and enterprise blockchain solutions for tokenization and digital asset management.",,,"Fortress Investment Group, Citadel Securities, Pantera Capital, Galaxy Digital, Brevan Howard Digital, Marshall Wace",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Lava,Adrian Allin,CEO,,,Unknown,Oct 2025,$17.50M,"Payments, Finance/Banking",l-a-v-a.com,"Lava is a financial platform that enables users to save in Bitcoin while spending in dollars. It offers a Bitcoin-backed debit card, allowing users to make everyday purchases seamlessly. By integrating Bitcoin savings with traditional spending, Lava provides a bridge between cryptocurrency holdings and conventional financial3-5 Word Desription: Bitcoin-backed debit card.",http://www.linkedin.com/in/adrian-allin-29bbab89,,"Peter Jurdjevic, Bijan Tehrani, Zach White, Saurabh Gupta, Terry Angelos, Aaron Suplizo",Payments & Stablecoins,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Lava') -> verify domain l-a-v-a.com
Ethena Labs,Guy Young,Founder,,,Unknown,Oct 2025,$14.00M,"Stablecoin, DeFi, Finance/Banking",ethena.fi,"Ethena is a startup developing the first-ever ‘internet bond’ and a new Ethereum-based stablecoin USDe that achieves stability by hedging price exposure through shorting Ethereum using perpetual swaps, while their savings bond offers individuals worldwide a dollar-denominated savings instrument with the benefits of decentralized finance.",http://www.linkedin.com/in/guy-young-a11914279,,MEXC Ventures,Trading & DeFi,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Ethena Labs') -> verify domain ethena.fi
xMoney,,,,,Unknown,Oct 2025,$21.50M,"Payments, Finance/Banking",x-money.co,"xMoney is a licensed global payment infrastructure enabling merchants and users to transact seamlessly across fiat, crypto, and card rails. Built for compliance under EU MiCA regulations, xMoney offers tools for payment processing, invoicing, subscriptions, and card issuance. Its ecosystem is powered by $XMN, a utility and governance token replacing UTK, with benefits including staking yields, fee reductions, loyalty rewards, and governance rights. With its regulated framework and multi-asset...",,,"Sui Foundation, MultiversX",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Bastion,Nicholas Scarzella,Founder & CEO,,,Strategic,Sep 2025,$14.60M,"Wallet, Payments, Infrastructure",bastionagency.com,"Bastion is a platform that combines Web2 and Web3 technologies to enhance business possibilities in payment, entertainment, connectivity, and shopping. It offers custodial blockchain wallet APIs that streamline digital asset management, optimize transactions for efficiency, and provide comprehensive insights into user behavior. Bastion aims to bridge traditional enterprise with the power of Web3 while addressing regulatory challenges in the crypto industry.",http://www.linkedin.com/in/nicholas-scarzella,,"Coinbase Ventures, Sony Innovation Fund, Samsung Next, Andreessen Horowitz (a16z crypto), Hashed",Payments & Stablecoins,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Bastion') -> verify domain bastionagency.com
Fnality International,,,,,Series C,Sep 2025,$136.00M,"Payments, Infrastructure, Finance/Banking",fnality.org,"Fnality is a global consortium of banks developing a regulated payment system for tokenized assets, aiming to overcome the limitations of traditional payment systems in handling digital asset transactions. The platform, originally conceived as the Utility Settlement Coin (USC) Project, focuses on providing efficiency, scalability, and security for cross-border settlements, ultimately reducing counterparty risk. As a key player in enabling the growth and adoption of tokenized assets, Fnality a...",,,"WisdomTree, Bank of America, Citi, KBC Group, Temasek, Tradeweb, Banco Santander, Barclays, BNP Paribas, DTCC, Euroclear, Goldman Sachs, ING Ventures, Nasdaq Ventures, State Street, UBS",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Figure,,,,,IPO,Sep 2025,$787.50M,"RWA, Lending/Borrowing, Payments",,"Figure is a blockchain technology startup that offers loan origination, equity management, and payments services using the Provenance Blockchain. It is considered a unicorn company globally and aims to transform the financial services industry by bringing speed, efficiency, and savings to both consumers and institutions.",,,,Trading & DeFi,Hold-NoEmail,8,round2_new,
Gemini,,,,,IPO,Sep 2025,$425.00M,"CEX, Wallet",,"Gemini is a U.S.-based cryptocurrency exchange and custodian bank founded by Cameron and Tyler Winklevoss in 2014. It offers a secure platform for buying, selling, trading, and storing over 70 cryptocurrencies and supports both retail and institutional clients. The platform emphasizes regulatory compliance and robust security, including offline cold storage, insurance coverage, and trust licensing. Gemini also provides services such as custody solutions, a payments app, staking, and its own s...",,,,Payments & Stablecoins,Hold-NoEmail,8,round2_new,
M^0,,,,,Series B,Aug 2025,$40.00M,"Stablecoin, DeFi",m0.ventures,"M^0 is a decentralized money middleware protocol designed for the digital age. It allows multiple institutional actors to issue a fungible cryptodollar, leveraging best-in-class collateral such as short-term US treasuries. The protocol ensures security and transparency through independent, daily, on-chain validation of reserves. M^0 aims to democratize access to money issuance infrastructure, enabling institutions to mint cryptodollars while adhering to jurisdictional requirements and enhanci...",,,"Polychain Capital, Ribbit Capital, Endeavor Catalyst, Pantera Capital, Bain Capital Crypto",Trading & DeFi,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'M^0') -> verify domain m0.ventures
Legion,Baraa Nairat,IT Manager | Co-Founder & CTO,,,Seed,Aug 2025,$5.00M,"Finance/Banking, DAO",legion-inc.com,"Legion provides a platform for retail investors to participate in on-chain fundraises with enhanced regulatory compliance and investor accountability. Projects using Legion can customize investment terms and create strong, organic communities through tailored allocation and investor whitelisting. Each investor is assigned a Legion Score, which adjusts based on their long-term value contributions, reducing short-term, exploitative behavior and minimizing bot or Sybil activity. This reputation ...",http://www.linkedin.com/in/baraa-nairat,,"VanEck, Brevan Howard Digital, Kraken, Coinbase Ventures, Crypto com Capital, Bitscale Capital, Systemic Ventures, Cyber Fund, Blockchain Builders Fund (BBF), GSR Markets LTD",Payments & Stablecoins,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Legion') -> verify domain legion-inc.com
Verb Technology (TON Strategy Co.),,,,,Unknown,Aug 2025,$558.00M,"Finance/Banking, AI/ML",,"Verb Technology (Nasdaq: VERB) is a previously AI-powered video SaaS firm transforming into TON Strategy Co., the first publicly listed treasury company dedicated to Toncoin (TON) — the native token of The Open Network. Leveraging Telegram’s integration with TON, the company aims to generate sustainable staking yields and capital appreciation, while continuing its legacy digital commerce operations.",,,"Kingsway Capital, Blockchain com (Blockchain Ventures), Animoca Brands, VY Capital, The Open Platform (TOP)",Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Stable,,,,,Seed,Aug 2025,$28.00M,"Layer 1, Stablecoin",stable.co.uk,"Stable is a Layer 1 blockchain designed for stablecoin-native applications, with USDT (Tether) as its gas token. It enables zero-fee peer-to-peer USDT transfers and supports smart contracts operating directly in stablecoins. Stable’s USDT0 mechanism facilitates cross-chain USDT transfers without bridges. The architecture provides a gas-less experience, built-in fiat on-ramps, and enterprise-grade throughput—targeting cross-border payments, treasury operations, FX, and institutional use cases.",,,"Bitfinex, Hack VC, USDT0, Franklin Templeton, Castle Island Ventures, eGirl Capital, ByBit, Mirana Ventures, SIG DTI (a Susquehanna International Group Company), Nascent, Blue Pool Capital, BTSE, KuCoin Ventures, Paolo Ardoino, Nathan McCauley, Gabriel Abed",Payments & Stablecoins,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Stable') -> verify domain stable.co.uk
Mill City Ventures III,,,,,Unknown,Aug 2025,$450.00M,"Finance/Banking, Lending/Borrowing",,"Mill City Ventures III, Ltd. (NASDAQ: MCVT) is a publicly traded specialty finance firm offering short-term, collateral-backed loans to private businesses, public microcaps, and high-net-worth individuals. Recently, it launched the first foundation-backed SUI Treasury strategy, acquiring over 76 million SUI tokens via institutional channels and a direct agreement with the Sui Foundation. This makes Mill City the only public vehicle offering daily liquidity and regulated access to the Sui ecos...",,,"Karatage, Sui Foundation, Big Brain Holdings, Galaxy Digital, Pantera Capital, Electric Capital, GSR Markets LTD, Selini Capital, Protagonist, ParaFi Capital, Borderless Capital, dao5 (daofive), Arrington Capital, Comma3 Ventures, FalconX, Paper Ventures, Maven 11 Capital",Trading & DeFi,Hold-NoEmail,8,round2_new,
Courtyard,,,,,Series A,Jul 2025,$30.00M,"NFT, Trading",marriott.com,"Courtyard.io is a marketplace for tokenized physical collectibles, allowing users to own, trade, and redeem graded trading cards as NFTs on Polygon. Each collectible is securely vaulted and represented by an on-chain asset that can be traded instantly or burned for physical delivery. With curated mystery drops, transparent provenance, and guaranteed buyback options, Courtyard blends real-world value with Web3 liquidity.",,,"Forerunner Ventures, NEA, Y Combinator, Burst Capital, Prelude, ParaFi Capital, Operator Partners",Trading & DeFi,Hold-NoEmail,8,round2_new,
Plasma,,,,,Public sale,Jul 2025,$50.00M,"Payments, Layer 2",,"Plasma is a high-throughput, zero-fee payment platform built on Bitcoin. It enables USD₮ transfers with no fees and supports over 1,000 transactions per second, leveraging Bitcoin’s security. Plasma introduces a novel Nakamoto PoS consensus mechanism and a hybrid UTXO/Account architecture, allowing developers to build and execute modular smart contracts. The platform is designed to enhance Bitcoin’s utility for payments and decentralized applications with scalable, low-latency solutions.",,,,Payments & Stablecoins,Hold-NoEmail,8,round2_new,
H100 Group,,,,,Unknown,Jul 2025,$54.00M,"AI/ML, Finance/Banking",,H100 Group AB is a Swedish health technology company specializing in AI-powered automation and digital solutions for health and longevity service providers. H100 became Sweden’s first publicly listed company to adopt Bitcoin as a treasury reserve asset.,,,,Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Agora Finance,,,,,Series A,Jul 2025,$50.00M,"Stablecoin, Lending/Borrowing",agora.finance,"Agora is a financial solutions provider offering stability by pegging its value to assets like the dollar, backed by cash, Treasury bonds, and repurchase agreements. Agora Finance specializes in supplier financing for SMEs in emerging markets, providing fast and flexible financing options to unlock working capital and foster economic development.",,,Paradigm,Trading & DeFi,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'Agora Finance') -> verify domain agora.finance
World Liberty Financial,,,,,Unknown,Jun 2025,$100.00M,"DeFi, Lending/Borrowing",worldlibertyfinancial.com,"World Liberty Financial is a decentralized platform enabling users to earn and borrow cryptocurrency seamlessly. It combines DeFi lending protocols with rewards, allowing users to maximize asset utility while earning competitive yields. The platform focuses on accessibility and financial empowerment within the Web3 ecosystem.",,,Aqua 1,Trading & DeFi,Hold-NoEmail,8,round2_new,
XFX,Michael Chiu,CEO,,,Seed,Jun 2025,$9.10M,"Payments, Finance/Banking",xfxforce.com,"XFX is an institutional-grade cross‑border settlement platform that enables real-time, transparent movement of fiat and stablecoins. Designed for enterprises, it provides direct access to deep liquidity pools, instant settlement across global corridors, and enterprise-grade auditing and reporting tools. Built with SOC2 and ISO 27001 compliance, it supports web dashboards, APIs, and OTC services—eliminating hidden fees and trapped capital—while ensuring speed, security, and regulatory-grade tr...",http://www.linkedin.com/in/michael-chiu-b896b217,,"HAUN Ventures, Castle Island Ventures, Oak HC/FT, MAYA Capital, Coinbase Ventures, Paxos, Bitso",Payments & Stablecoins,Hold-NoEmail,8,round2_new,AMBIGUOUS (multiple orgs named 'XFX') -> verify domain xfxforce.com
Circle,,,,,IPO,Jun 2025,$1.10B,"Stablecoin, Finance/Banking",,"Circle is a global financial technology company that offers a range of products and services related to digital assets. Its flagship product, USD Coin (USDC), is a stablecoin pegged to the US dollar and fully backed by cash and US Treasury bonds. Circle also provides a cryptocurrency exchange, payment processing, and financial tools for businesses, making it a popular choice for both individual users and businesses looking to engage with digital assets securely and efficiently.",,,,Payments & Stablecoins,Hold-NoEmail,8,round2_new,
Mobius Exchange,Darryl,Co-founder,,none,Strategic,Jun 2026,TBD,DeFi,https://mob.exchange/,"Mobius Exchange is a DeFi prime brokerage protocol that allows traders and yield seekers to access leveraged strategies across multiple perpetual DEXs through a single unified margin account. The platform aims to aggregate liquidity, support cross-collateralized positions, and simplify capital efficiency for stablecoins, LSTs, LRTs, and other pegged assets within the Mantle ecosystem.",,,,Trading & DeFi,Hold-NoEmail,7,round1,
easy.fun,TBD,TBD,,none,Seed,Dec 2025,$2.0M,Trading; DeFi; Hyperliquid Ecosystem; Social Network,https://www.easy.fun,"easy.fun is an on-chain trading arena built on Hyperliquid that transforms crypto trading into skill-based competitive gaming. The platform applies proven gaming mechanics to trading, creating a fair and transparent environment where users compete for rank, glory, and profit.",,,,Trading & DeFi,Hold-NoEmail,7,round1,
Padre,Serenity,Co-founder,,none,M&A,Oct 2025,TBD,Trading; Base Ecosystem; BNB Chain Ecosystem; Ethereum Ecosystem; Meme; Solana Ecosystem,https://padre.gg,"Padre is a high-performance trading terminal designed for memecoins across multiple blockchains like Solana, Ethereum, and BNB Smart Chain. It offers a user-friendly interface with features like live pending transactions, limit orders, and safety checks, aiming to simplify DEX trading for both experienced and new users.",,,,Trading & DeFi,Hold-NoEmail,7,round1,
